Customer ID,network_age,Customer tenure in month,Total Spend in Months 1 and 2 of 2017,Total SMS Spend,Total Data Spend,Total Data Consumption,Total Unique Calls,Total Onnet spend ,Total Offnet spend,Total Call centre complaint calls,Network type subscription in Month 1,Network type subscription in Month 2,Most Loved Competitor network in in Month 1,Most Loved Competitor network in in Month 2,Churn Status
ADF0135,3345,111.50,3130.698,54.93,1.25,5136.5693,587,38778,97055,1,Other,Other,Mango,Mango,1
ADF0255,1680,56.00,17.392,0,15,568.8701,1,0,0,2,Other,Other,PQza,PQza,0
ADF0272,2552,85.07,184.8208,0,48.75,4327937.147,13,753,4278,1,Other,Other,PQza,PQza,0
ADF0273,3147,104.90,196.87,9.73,93.75,343113.8818,7,0,1325,1,Other,Other,Zintel,PQza,0
ADF0275,805,26.83,220.45,7.64,2.5,179821.1963,42,3000,5183,2,Other,Other,PQza,PQza,0
ADF0279,2262,75.40,234.85,3.5,5,94.2988,47,10105,5931,6,Other,Other,PQza,PQza,0
ADF0281,1910,63.67,246.9348,22.8,2.17,13070.3477,174,12671,732,1,Other,Other,Uxaa,PQza,0
ADF0299,125,4.17,352.47,81.11,0,22.4756,30,888,13448,1,Other,Other,Weematel,PQza,0
ADF0300,1547,51.57,358.7356,3.5,91.25,32895.041,54,5130,12911,2,Other,Other,Mango,PQza,0
ADF0312,769,25.63,464.36,3.5,96.25,5232139.294,38,5474,6644,1,Other,Other,Mango,PQza,0
ADF0321,3201,106.70,530.53,48.21,7.5,20.2422,139,2656,11951,2,Other,Other,ToCall,PQza,0
ADF0323,2278,75.93,542.152,5.98,1.25,1.7324,93,2737,3753,4,Other,Other,PQza,PQza,0
ADF0331,202,6.73,733.51,11.15,1.86,2916819.267,306,7628,6671,1,Other,Other,PQza,PQza,0
ADF0340,138,4.60,1096.4224,665,13.75,2378915.897,30,396,1123,2,Other,Other,Uxaa,PQza,0
ADF0343,226,7.53,1215.1416,86.83,248.75,897415.3671,60,894,8210,2,Other,Other,Uxaa,PQza,0
ADF0345,106,3.53,7.77,0,0,899.877,1,0,179,1,Other,Other,PQza,PQza,1
ADF0348,103,3.43,14.972,0,1.25,8.2959,2,0,179,1,Other,Other,PQza,PQza,1
ADF0355,446,14.87,20.03,7.17,1.25,29.0898,5,0,623,1,Other,Other,PQza,PQza,1
ADF0356,1207,40.23,20.556,4.78,0,71.0518,2,0,358,1,Other,Other,PQza,PQza,1
ADF0364,617,20.57,27.138,7.77,3.75,43513.3242,2,0,179,1,Other,Other,PQza,PQza,1
ADF0367,1226,40.87,31.302,14.57,0,7.8818,2,0,358,1,Other,Other,PQza,PQza,1
ADF0368,2402,80.07,31.37,9.56,1.25,19.4805,5,0,1111,1,Other,Other,ToCall,PQza,1
ADF0370,579,19.30,34.092,17.29,5,8.9033,5,762,179,1,Other,Other,PQza,PQza,1
ADF0373,96,3.20,38.87,0,6.25,8785765.613,10,240,1432,1,Other,Other,PQza,PQza,1
ADF0375,942,31.40,39.8304,3.49,0,75.1768,15,366,1941,2,Other,Other,ToCall,PQza,1
ADF0381,2040,68.00,42.03,0,0,221085.9531,7,0,1965,1,Other,Other,ToCall,PQza,1
ADF0384,100,3.33,42.87,1.21,1.25,10433.1045,1,0,179,1,Other,Other,PQza,PQza,1
ADF0386,2215,73.83,42.91,19.12,13.75,704,2,0,358,1,Other,Other,PQza,PQza,1
ADF0387,855,28.50,43.154,14.34,1.25,4.9688,5,0,867,1,Other,Other,Mango,PQza,1
ADF0390,2887,96.23,43.54,0,37.5,22188.1152,1,0,6,1,Other,Other,PQza,PQza,1
ADF0392,168,5.60,46.28,19.35,8.75,29.4697,2,0,358,1,Other,Other,PQza,PQza,1
ADF0395,485,16.17,48.0664,20.87,2.5,1061014.036,4,0,716,1,Other,Other,PQza,PQza,1
ADF0397,107,3.57,50.28,2.62,20,9157.915,8,0,2168,1,Other,Other,PQza,PQza,1
ADF0398,1682,56.07,51.674,9.79,11.25,1803.3721,5,0,989,1,Other,Other,PQza,PQza,1
ADF0399,188,6.27,51.706,26.89,3.75,48.5781,2,0,293,1,Other,Other,Mango,PQza,1
ADF0402,196,6.53,54.122,21.54,2.5,832.1768,5,882,358,1,Other,Other,Uxaa,PQza,1
ADF0403,510,17.00,55.25,27.4,0,474528.2129,33,0,716,1,Other,Other,PQza,PQza,1
ADF0404,1267,42.23,55.63,14.34,1.25,5.7637,9,12,2270,2,Other,Other,Uxaa,PQza,1
ADF0406,1201,40.03,55.6948,23.9,2.5,6.9453,3,0,609,1,Other,Other,PQza,PQza,1
ADF0413,3669,122.30,57.37,32.57,1.25,44.168,6,0,1769,1,Other,Other,Mango,PQza,1
ADF0419,109,3.63,60.318,17.93,20,21729.6387,3,0,982,1,Other,Other,ToCall,PQza,1
ADF0431,2618,87.27,66.2908,24.37,7.5,373.5928,10,432,1144,1,Other,Other,PQza,PQza,1
ADF0432,2761,92.03,67.5284,21.57,3.75,189.7324,2,0,811,1,Other,Other,PQza,PQza,1
ADF0443,1357,45.23,77.79,38.24,0,9532.3896,3,0,1159,1,Other,Other,PQza,PQza,1
ADF0449,958,31.93,83.15,0,23.75,383647.7041,3,0,609,1,Other,Other,ToCall,PQza,1
ADF0453,204,6.80,93.26,16.73,53.75,15207.4532,6,216,830,1,Other,Other,ToCall,PQza,1
ADF0456,1436,47.87,98.0328,5.25,0,245.7012,21,96,4092,2,Other,Other,Uxaa,PQza,1
ADF0464,1410,47.00,109.28,21.13,58.75,3723135.191,8,0,2054,1,Other,Other,ToCall,PQza,1
ADF0468,1353,45.10,116.4484,7.17,36.25,8455640.64,4,0,688,1,Other,Other,PQza,PQza,1
ADF0471,146,4.87,120.2928,7.88,5,230.3584,41,0,8971,1,Other,Other,Mango,PQza,1
ADF0473,117,3.90,125.6604,0,56.25,151034.4561,15,0,2557,2,Other,Other,PQza,PQza,1
ADF0481,909,30.30,137.058,14.34,7.5,375.7676,10,622,2391,1,Other,Other,ToCall,PQza,1
ADF0497,2297,76.57,165.53,7.73,56.25,157266.4355,11,0,2163,2,Other,Other,Mango,PQza,1
ADF0498,684,22.80,167.0604,102.77,1.25,0.0586,8,0,1432,7,Other,Other,PQza,PQza,1
ADF0501,174,5.80,179.96,18.48,38.75,250681.2148,42,276,5452,1,Other,Other,Uxaa,PQza,1
ADF0507,2144,71.47,193.222,17.93,1.25,3.3867,14,0,5573,1,Other,Other,PQza,PQza,1
ADF0510,195,6.50,199.3784,24.16,0,269214.8594,2,0,395,1,Other,Other,PQza,PQza,1
ADF0516,3265,108.83,208.5608,23.49,2.5,27.9297,16,0,11457,1,Other,Other,Mango,PQza,1
ADF0520,1317,43.90,214.5252,28.6,53.75,24756.7109,21,0,5399,2,Other,Other,PQza,PQza,1
ADF0521,124,4.13,214.6604,41.86,8.75,440200.2695,3,0,537,3,Other,Other,PQza,PQza,1
ADF0523,1505,50.17,217.75,14,103.75,357537.4287,3,0,407,1,Other,Other,Mango,PQza,1
ADF0533,159,5.30,682.972,17.94,128.75,5030090.153,5,0,895,2,Other,Other,PQza,PQza,1
ADF0534,651,21.70,739.0528,137.39,0,8560.0986,75,1451,13373,1,Other,Other,Uxaa,PQza,1
ADF0535,2555,85.17,773.58,43.75,115,415522.1689,89,18157,12488,2,Other,Other,Zintel,PQza,1
ADF0536,757,25.23,794.76,21.52,86.25,288646.249,63,6328,17389,1,Other,Other,Zintel,PQza,1
ADF0541,167,5.57,885.4856,33.53,108.75,462925.0332,157,3732,26674,1,Other,Other,ToCall,PQza,1
ADF0543,172,5.73,903.6524,550.44,43.75,75459.5733,33,672,4125,1,Other,Other,PQza,PQza,1
ADF0582,1034,34.47,190.672,28.77,40,9054.3545,5,0,893,1,Other,Other,ToCall,ToCall,0
ADF0588,382,12.73,520.066,11.32,37.5,199785.2197,67,0,22003,1,Other,Other,PQza,ToCall,0
ADF0593,1802,60.07,797.312,56,56.25,625726.6943,182,6678,39974,1,Other,Other,Weematel,ToCall,0
ADF0594,3270,109.00,819.534,35.04,1.25,1036647.692,120,3251,15177,1,Other,Other,PQza,ToCall,0
ADF0605,3217,107.23,65.0844,20.23,0,31873.5566,2,0,251,1,Other,Other,PQza,ToCall,1
ADF0610,109,3.63,85.43,5.98,0,1369140.144,12,360,1424,1,Other,Other,0,ToCall,1
ADF0611,3139,104.63,85.5504,14.34,5,29133.0557,15,477,4194,1,Other,Other,PQza,ToCall,1
ADF0615,173,5.77,104.392,3.51,0,1201.4395,19,24,4080,1,Other,Other,Zintel,ToCall,1
ADF0616,243,8.10,117.272,0,1.25,12.7539,36,2714,7405,1,Other,Other,ToCall,ToCall,1
ADF0617,95,3.17,140.1,29.75,8.75,24842.1104,29,360,8412,1,Other,Other,Uxaa,ToCall,1
ADF0620,1742,58.07,177.9556,32.54,0,4096.9658,24,1372,5760,1,Other,Other,Uxaa,ToCall,1
ADF0624,249,8.30,641.4,8.92,2.5,53.6611,155,5166,43660,1,Other,Other,0,ToCall,1
ADF0632,1410,47.00,1149.4804,25.01,23.75,1442.4326,339,4650,77937,2,Other,Other,ToCall,ToCall,1
ADF0640,1542,51.40,2418.12,56.09,1.25,0.1484,954,55390,119769,1,Other,Other,Uxaa,ToCall,1
ADF1027,1869,62.30,11.682,0,1.25,9.8506,11,168,612,2,Other,Other,ToCall,Uxaa,0
ADF1029,2622,87.40,15.462,0,3.75,28.6494,12,753,179,4,Other,Other,Uxaa,Uxaa,0
ADF1032,1685,56.17,36.232,5.25,5,273.2334,28,1032,1195,1,Other,Other,Uxaa,Uxaa,0
ADF1034,1343,44.77,48.3496,0,32.5,4568.6416,5,36,293,1,Other,Other,ToCall,Uxaa,0
ADF1037,94,3.13,58.28,0,0,11353.8008,11,4560,0,4,Other,Other,Uxaa,Uxaa,0
ADF1039,1046,34.87,78.9904,15.95,3.75,4622.2012,49,885,2376,1,Other,Other,Uxaa,Uxaa,0
ADF1041,1283,42.77,86.39,24.5,1.55,2999.5997,8,859,322,1,Other,Other,Uxaa,Uxaa,0
ADF1042,1552,51.73,90.33,5.25,15.75,704.332,126,1500,114,1,Other,Other,Mango,Uxaa,0
ADF1043,132,4.40,92.23,0,1.25,6835.9238,11,120,179,1,Other,Other,Uxaa,Uxaa,0
ADF1053,1277,42.57,138.716,48.57,6.25,31.1982,34,718,3537,1,Other,Other,ToCall,Uxaa,0
ADF1057,1022,34.07,153.3308,24.79,1.25,1502.9111,58,1974,2975,1,Other,Other,Zintel,Uxaa,0
ADF1058,103,3.43,153.7964,3.5,8.75,22028.7754,34,5244,4452,1,Other,Other,Uxaa,Uxaa,0
ADF1064,120,4.00,177.0604,0,20,8633289.656,15,480,299,1,Other,Other,Mango,Uxaa,0
ADF1066,2604,86.80,178.0544,0,0,7301016.503,22,6201,1994,3,Other,Other,Uxaa,Uxaa,0
ADF1067,132,4.40,180.238,0,1.25,49.0645,112,3504,3888,1,Other,Other,Mango,Uxaa,0
ADF1070,3479,115.97,188.9,27.86,5,5279.8809,32,7644,4355,4,Other,Other,Weematel,Uxaa,0
ADF1072,876,29.20,194.826,0.01,0,386.6338,44,10305,1753,1,Other,Other,Uxaa,Uxaa,0
ADF1073,1199,39.97,196.4396,4.11,16.25,85971.0928,231,2400,1623,1,Other,Other,Mango,Uxaa,0
ADF1075,545,18.17,206.51,12.36,0,37170.3418,12,1933,0,1,Other,Other,Uxaa,Uxaa,0
ADF1076,387,12.90,210.088,5.28,9.03,168729.2031,61,2962,179,6,Other,Other,Uxaa,Uxaa,0
ADF1082,120,4.00,233.54,3.5,0,90.1064,79,8227,8477,1,Other,Other,Zintel,Uxaa,0
ADF1085,3491,116.37,242.376,3.5,17.5,29042.71,483,8088,3170,1,Other,Other,Uxaa,Uxaa,0
ADF1092,2454,81.80,290.89,0,0,6983.4307,78,7733,13660,2,Other,Other,ToCall,Uxaa,0
ADF1093,2450,81.67,292.84,0,13.75,309202.9942,70,1644,179,2,Other,Other,Uxaa,Uxaa,0
ADF1097,347,11.57,302.2748,12.58,11.78,156889.3486,23,2445,6225,7,Other,Other,Zintel,Uxaa,0
ADF1099,3762,125.40,317.362,0.6,16.25,800.7617,53,4830,3776,1,Other,Other,Zintel,Uxaa,0
ADF1100,282,9.40,318.722,17.5,31.25,12481926.14,3,318,358,1,Other,Other,Uxaa,Uxaa,0
ADF1101,1803,60.10,323.354,1.75,23.5,13397.5117,77,10578,9213,2,Other,Other,Zintel,Uxaa,0
ADF1104,609,20.30,336.6408,41.11,16.25,674.7998,278,10137,8914,3,Other,Other,Zintel,Uxaa,0
ADF1112,2750,91.67,357.23,0,127.5,4776004.409,11,2385,1463,1,Other,Other,Uxaa,Uxaa,0
ADF1116,864,28.80,369.1384,0,1.25,17.3145,156,8408,7377,1,Other,Other,Uxaa,Uxaa,0
ADF1121,568,18.93,391.2388,0,0,52.0947,57,5105,3288,2,Other,Other,Uxaa,Uxaa,0
ADF1125,2658,88.60,407.76,14,5,25586.6807,232,3941,10269,1,Other,Other,ToCall,Uxaa,0
ADF1127,1974,65.80,409.2608,1.1,2.5,79.1602,99,8979,3634,1,Other,Other,Mango,Uxaa,0
ADF1138,1493,49.77,434.1572,35.57,91.25,1196437.882,54,420,8676,1,Other,Other,ToCall,Uxaa,0
ADF1144,961,32.03,445.6592,20.03,37.5,77131.1015,36,4143,8818,1,Other,Other,0,Uxaa,0
ADF1155,155,5.17,470.09,7,0,1346.6514,11,936,120,1,Other,Other,Uxaa,Uxaa,0
ADF1157,101,3.37,472.52,0,0,100114.4131,28,1928,358,1,Other,Other,Zintel,Uxaa,0
ADF1158,307,10.23,473.606,4.78,0,3494.374,96,3246,20979,1,Other,Other,PQza,Uxaa,0
ADF1160,115,3.83,477.42,0,0,8522.4043,135,0,895,4,Other,Other,ToCall,Uxaa,0
ADF1167,137,4.57,487.022,0,51.25,3837.4932,228,23760,12960,1,Other,Other,Mango,Uxaa,0
ADF1170,3664,122.13,490.59,0,0,98756.8555,55,131,179,2,Other,Other,Mango,Uxaa,0
ADF1180,3702,123.40,514.698,2.62,56.25,1044334.345,49,1340,5868,2,Other,Other,Weematel,Uxaa,0
ADF1187,1021,34.03,526.8304,0.01,46.25,231107.3379,186,2700,2386,1,Other,Other,PQza,Uxaa,0
ADF1188,932,31.07,528.082,3.5,36.25,1755265.273,120,12324,12584,1,Other,Other,Mango,Uxaa,0
ADF1189,117,3.90,528.158,0,25,1294.5195,96,18144,16380,1,Other,Other,Mango,Uxaa,0
ADF1194,3961,132.03,535.1804,5.25,7.5,281.1289,148,9468,18426,1,Other,Other,Uxaa,Uxaa,0
ADF1199,124,4.13,543.558,0,61.25,13584969.15,38,1908,983,4,Other,Other,Uxaa,Uxaa,0
ADF1200,1003,33.43,543.9464,4.1,7.5,21058.7041,122,12593,12826,1,Other,Other,ToCall,Uxaa,0
ADF1202,114,3.80,549.51,7.18,0,13.1279,195,17148,19569,2,Other,Other,ToCall,Uxaa,0
ADF1210,1661,55.37,566.498,5.76,0,780.5566,234,2537,11257,1,Other,Other,Zintel,Uxaa,0
ADF1219,577,19.23,594.4188,0,3.75,78694.167,262,3251,4577,2,Other,Other,Mango,Uxaa,0
ADF1222,1445,48.17,601.216,1.75,76.25,330439.5459,27,970,1936,1,Other,Other,PQza,Uxaa,0
ADF1234,2673,89.10,627.954,13.71,18.75,2889777.257,55,2011,5095,3,Other,Other,Uxaa,Uxaa,0
ADF1244,2990,99.67,650.1268,23.29,6.25,6299003.028,99,7110,9727,2,Other,Other,ToCall,Uxaa,0
ADF1247,1781,59.37,662.7964,7,0,264601.5156,182,1506,8317,1,Other,Other,ToCall,Uxaa,0
ADF1264,117,3.90,706.486,54.25,0,66691.7031,254,5076,15228,2,Other,Other,ToCall,Uxaa,0
ADF1272,2193,73.10,725.7,7,22.5,272916.8926,228,7761,9972,1,Other,Other,ToCall,Uxaa,0
ADF1277,610,20.33,734.698,48.92,4.03,937.6318,581,29382,6405,2,Other,Other,Uxaa,Uxaa,0
ADF1282,2875,95.83,750.256,3.59,0,27301.9932,494,6678,2360,1,Other,Other,ToCall,Uxaa,0
ADF1287,240,8.00,794.8828,12.59,55.8,325849.4277,136,3452,19940,1,Other,Other,Zintel,Uxaa,0
ADF1290,3994,133.13,804.0848,7,0,2364.6768,127,30071,8091,2,Other,Other,PQza,Uxaa,0
ADF1302,731,24.37,828.7404,3.52,2.5,35674.9864,660,10912,20756,7,Other,Other,PQza,Uxaa,0
ADF1304,2971,99.03,832.7248,9.62,2.5,103008.5605,224,37401,29553,3,Other,Other,ToCall,Uxaa,0
ADF1308,595,19.83,839.5724,73.8,8.75,229.4463,102,21304,7894,1,Other,Other,Uxaa,Uxaa,0
ADF1313,1419,47.30,843.0604,23.1,13.75,510439.3584,210,9952,4446,1,Other,Other,Uxaa,Uxaa,0
ADF1330,888,29.60,878.65,8.76,47.5,115805.208,237,16570,19751,1,Other,Other,Weematel,Uxaa,0
ADF1331,120,4.00,878.72,294,6.25,696816.2705,77,2208,419,3,Other,Other,Mango,Uxaa,0
ADF1345,3809,126.97,898.49,15.75,0,464885.6963,308,762,6850,2,Other,Other,PQza,Uxaa,0
ADF1349,108,3.60,904.322,155.66,80,799300.8506,84,27197,1790,1,Other,Other,Uxaa,Uxaa,0
ADF1363,795,26.50,920.142,0,0,47665.3779,1582,0,2441,2,Other,Other,Mango,Uxaa,0
ADF1372,3437,114.57,929.8244,11.87,16.25,717.7168,477,11268,25698,2,Other,Other,PQza,Uxaa,0
ADF1403,127,4.23,989.51,0,0,98.3516,183,66456,11772,1,Other,Other,ToCall,Uxaa,0
ADF1404,3098,103.27,989.52,1.2,12.5,1290513.913,557,0,901,2,Other,Other,Weematel,Uxaa,0
ADF1410,2615,87.17,998.09,11.96,2.5,1581541.407,554,0,1251,1,Other,Other,Uxaa,Uxaa,0
ADF1425,3817,127.23,1042.04,10.5,76.25,326820.4102,393,16236,29519,1,Other,Other,PQza,Uxaa,0
ADF1429,3382,112.73,1046.328,6.71,0,312453.664,364,6387,1899,2,Other,Other,PQza,Uxaa,0
ADF1431,1102,36.73,1049.1904,28.71,3.75,905747.2099,781,0,358,2,Other,Other,Weematel,Uxaa,0
ADF1433,1500,50.00,1053.0588,59.47,3.75,17.998,122,33867,21572,1,Other,Other,Mango,Uxaa,0
ADF1438,151,5.03,1060.24,53.7,0,800027.0616,593,6804,5568,1,Other,Other,PQza,Uxaa,0
ADF1439,1492,49.73,1061.848,14.64,0,77210.292,430,6642,713,2,Other,Other,PQza,Uxaa,0
ADF1445,1053,35.10,1078.9224,2.39,0,8.873,1174,2274,648,1,Other,Other,Uxaa,Uxaa,0
ADF1450,2872,95.73,1083.5468,0.87,0,92037.4433,772,5315,7421,2,Other,Other,Weematel,Uxaa,0
ADF1452,2829,94.30,1091.89,1.23,28.75,1875860.98,507,0,895,1,Other,Other,Uxaa,Uxaa,0
ADF1453,2312,77.07,1093.922,14.6,70,459247.2343,63,4651,3848,1,Other,Other,Zintel,Uxaa,0
ADF1456,3686,122.87,1102.0668,20.02,37.5,382804.5332,99,16672,21512,1,Other,Other,PQza,Uxaa,0
ADF1462,120,4.00,1113.8684,4.14,1.25,0.1211,111,102948,2192,2,Other,Other,ToCall,Uxaa,0
ADF1465,3298,109.93,1125.91,166.88,13.75,39512.8291,255,24180,16174,2,Other,Other,Zintel,Uxaa,0
ADF1477,1237,41.23,1148.69,5.98,0,1970897.523,1021,6692,9321,4,Other,Other,ToCall,Uxaa,0
ADF1481,1705,56.83,1160.7688,5.25,0,348.5996,823,0,8494,1,Other,Other,Weematel,Uxaa,0
ADF1489,859,28.63,1175.9616,4.37,0,30024.7451,398,50899,8694,1,Other,Other,Zintel,Uxaa,0
ADF1502,981,32.70,1208.6004,1.75,2.5,31.3535,883,18345,7434,2,Other,Other,Uxaa,Uxaa,0
ADF1503,5349,178.30,1213.5504,9.48,0,151202.7188,379,3227,23159,1,Other,Other,Uxaa,Uxaa,0
ADF1521,1487,49.57,1254.8604,90.32,0,4491.7324,921,1497,14184,4,Other,Other,PQza,Uxaa,0
ADF1554,2152,71.73,20.74,0,1.25,873602.5283,50,24,701,2,Other,Other,Uxaa,Uxaa,1
ADF1559,2039,67.97,31.222,1.75,12.5,6426577.061,11,186,1224,3,Other,Other,Uxaa,Uxaa,1
ADF1560,588,19.60,32.524,11.95,11.25,1018.0488,4,24,358,2,Other,Other,Uxaa,Uxaa,1
ADF1561,2846,94.87,33.634,14.34,0,4181.1016,5,12,1439,1,Other,Other,ToCall,Uxaa,1
ADF1562,1391,46.37,34.034,3.5,17.5,1579.3291,7,251,179,1,Other,Other,PQza,Uxaa,1
ADF1563,2381,79.37,34.41,7.17,5,546.4785,12,371,179,1,Other,Other,Uxaa,Uxaa,1
ADF1564,1850,61.67,39.28,18.48,0,10.749,4,490,920,1,Other,Other,Uxaa,Uxaa,1
ADF1567,1257,41.90,42.332,16.73,3.75,102.1729,22,228,546,1,Other,Other,Uxaa,Uxaa,1
ADF1582,174,5.80,65.77,11.31,20,22041.8564,16,624,2219,1,Other,Other,PQza,Uxaa,1
ADF1590,991,33.03,76.968,12.82,37.5,29.2568,70,1326,358,1,Other,Other,Uxaa,Uxaa,1
ADF1596,139,4.63,86.28,7,0,90759.8047,12,720,1820,2,Other,Other,ToCall,Uxaa,1
ADF1597,1296,43.20,86.294,15.68,0,8911525.136,21,384,1185,1,Other,Other,Zintel,Uxaa,1
ADF1598,340,11.33,86.696,20.87,21.25,390.208,9,24,2520,1,Other,Other,Mango,Uxaa,1
ADF1601,3623,120.77,87.954,21.51,3.75,182.4531,190,2220,904,1,Other,Other,PQza,Uxaa,1
ADF1602,1407,46.90,94.5084,0,25,1032.7432,155,2658,2318,1,Other,Other,Mango,Uxaa,1
ADF1603,107,3.57,97.43,0,6.25,10.0518,9,8166,294,1,Other,Other,Uxaa,Uxaa,1
ADF1604,3487,116.23,98.894,1.8,21.25,31186.96,6,48,179,1,Other,Other,PQza,Uxaa,1
ADF1606,3319,110.63,102.698,23.9,6.25,245.5137,5,2904,358,1,Other,Other,PQza,Uxaa,1
ADF1607,133,4.43,104.2524,9.3,2.5,11.0625,85,1206,984,1,Other,Other,Weematel,Uxaa,1
ADF1614,360,12.00,115.7052,0,0,1639.8564,481,7932,1160,1,Other,Other,Uxaa,Uxaa,1
ADF1615,2019,67.30,118.134,6.12,21.25,1322753.892,38,1632,762,1,Other,Other,ToCall,Uxaa,1
ADF1616,2032,67.73,122.65,7.73,0,183047.1699,164,1800,5778,2,Other,Other,Uxaa,Uxaa,1
ADF1617,916,30.53,125.0288,9.56,1.25,1.6064,49,1018,1721,1,Other,Other,Uxaa,Uxaa,1
ADF1620,108,3.60,128.63,24.5,0,10011.918,11,8292,1128,1,Other,Other,Uxaa,Uxaa,1
ADF1623,-2,-0.07,130.578,94.85,1.25,2.1953,7,150,1121,1,Other,Other,Uxaa,Uxaa,1
ADF1624,109,3.63,130.79,4.46,0,69972.8086,40,6655,5164,2,Other,Other,Uxaa,Uxaa,1
ADF1625,123,4.10,132.018,5.25,0,0.5215,24,5868,4356,1,Other,Other,Uxaa,Uxaa,1
ADF1632,2162,72.07,148.172,8.04,31.25,668938.834,15,84,6716,1,Other,Other,Uxaa,Uxaa,1
ADF1634,1030,34.33,151.37,3.5,1.25,1.7822,44,10944,1475,3,Other,Other,ToCall,Uxaa,1
ADF1635,135,4.50,153.738,1.75,6.25,4251.4922,16,7512,2106,1,Other,Other,Mango,Uxaa,1
ADF1638,369,12.30,159.754,16.73,8.75,4868.1738,12,636,2105,1,Other,Other,Zintel,Uxaa,1
ADF1639,105,3.50,160.1804,0,0,62812.8721,25,3672,3668,1,Other,Other,Uxaa,Uxaa,1
ADF1644,1456,48.53,174.948,32.82,1.25,0.9395,51,954,7559,2,Other,Other,Zintel,Uxaa,1
ADF1650,3621,120.70,192.19,46.55,2.5,2185.9815,375,4572,6382,1,Other,Other,Uxaa,Uxaa,1
ADF1656,137,4.57,196.59,0,0,38424.5,40,14904,2098,1,Other,Other,Mango,Uxaa,1
ADF1657,1735,57.83,197.9088,16.09,21.25,707.959,26,3421,6793,1,Other,Other,Weematel,Uxaa,1
ADF1663,175,5.83,223.198,18.54,38.75,42489.2178,42,816,2659,1,Other,Other,ToCall,Uxaa,1
ADF1668,439,14.63,629.7724,43.83,7.5,918.1826,62,1854,12533,2,Other,Other,Uxaa,Uxaa,1
ADF1670,913,30.43,634.5116,21,5,46268.8594,160,10116,3247,2,Other,Other,Uxaa,Uxaa,1
ADF1677,243,8.10,702.986,61.26,26.25,872.8867,88,8118,25689,1,Other,Other,Zintel,Uxaa,1
ADF1678,231,7.70,705.6384,18.27,0,832.5762,367,10740,9398,1,Other,Other,Uxaa,Uxaa,1
ADF1685,107,3.57,760.1084,439.25,0,112353.752,53,21864,4005,1,Other,Other,Weematel,Uxaa,1
ADF1695,2465,82.17,805.2024,60.97,0,49.9209,112,13380,34401,1,Other,Other,Uxaa,Uxaa,1
ADF1698,1266,42.20,819.494,51.56,5,105176.2051,273,3294,38174,1,Other,Other,ToCall,Uxaa,1
ADF1707,565,18.83,888.8744,19.04,1.25,179826.9209,478,1182,4768,1,Other,Other,PQza,Uxaa,1
ADF1708,2237,74.57,891.412,19.58,25,455796.5185,447,13581,10325,1,Other,Other,ToCall,Uxaa,1
ADF1719,404,13.47,948.726,16.56,0,1686.7334,168,15219,9390,1,Other,Other,Weematel,Uxaa,1
ADF1721,1785,59.50,960.5568,35.25,353.75,487125.9462,73,2954,13313,4,Other,Other,Uxaa,Uxaa,1
ADF1725,455,15.17,975.462,28.69,27.5,424396.3096,507,1368,27927,1,Other,Other,PQza,Uxaa,1
ADF1726,1630,54.33,978.498,16.73,2.48,633.0381,6,978,1121,1,Other,Other,Uxaa,Uxaa,1
ADF1728,2392,79.73,980.896,75.53,16.12,203520.3027,141,36930,16341,2,Other,Other,ToCall,Uxaa,1
ADF1729,1910,63.67,981.58,21.34,0,1209.3574,343,228,37844,1,Other,Other,ToCall,Uxaa,1
ADF1734,192,6.40,1004.496,7.17,195,2120247.791,148,6060,19572,1,Other,Other,Zintel,Uxaa,1
ADF1736,256,8.53,1013.586,21.87,1.25,1.0273,601,11124,1915,2,Other,Other,Uxaa,Uxaa,1
ADF1754,719,23.97,1126.4024,21.15,13.75,1227795.178,331,4446,25348,1,Other,Other,Mango,Uxaa,1
ADF1759,2533,84.43,1197.1784,14.34,0,1158535.702,530,0,4600,2,Other,Other,Uxaa,Uxaa,1
ADF1760,240,8.00,1217.112,30.38,41.25,37986.0157,615,53058,9191,2,Other,Other,Uxaa,Uxaa,1
ADF1762,3643,121.43,1222.696,121.26,0,21807.3848,450,8940,37887,1,Other,Other,ToCall,Uxaa,1
ADF1763,4052,135.07,1227.2,0,153.75,2726.0742,133,32268,31825,5,Other,Other,Mango,Uxaa,1
ADF1767,114,3.80,1255.0844,3.59,0,13.2812,656,88296,3388,1,Other,Other,PQza,Uxaa,1
ADF1772,1174,39.13,1300.94,2.35,27.5,1831580.459,334,6420,33346,1,Other,Other,PQza,Uxaa,1
ADF1773,366,12.20,1301.1488,24.46,0,266689.4639,1128,14670,32948,2,Other,Other,PQza,Uxaa,1
ADF1774,281,9.37,1303.378,3.36,23.75,23869.7158,452,42030,15659,1,Other,Other,Uxaa,Uxaa,1
ADF1803,687,22.90,1541.4164,165.81,10,357186.3018,746,16110,12028,3,Other,Other,Weematel,Uxaa,1
ADF1806,1877,62.57,1632.5604,50.66,1.25,5.0371,325,46484,38329,1,Other,Other,PQza,Uxaa,1
ADF1811,4591,153.03,1757.78,11.95,0,28045.9677,522,0,24013,1,Other,Other,Weematel,Uxaa,1
ADF1815,765,25.50,1804.326,35.56,1.25,17363.8516,820,14601,52812,1,Other,Other,PQza,Uxaa,1
